order_id,customer_id,resturant_id,order_item,order_date,order_time,order_status,total_amount
4211,85,42, Vegetable Kathi Roll,27-03-2024,17:27:03,Completed,219
4212,56,98, Masoor Dal,14-11-2023,21:21:22,Cancelled,351
4213,89,10, Malai Kofta,30-07-2023,13:03:08,Refunded,424
4214,88,11, Ragda Pattice,16-09-2024,18:40:42,Completed,358
4215,26,67, Dhokla,13-02-2024,10:20:05,Completed,424
4216,68,87, Veg Hakka Noodles,03-04-2023,14:02:58,Delivered,406
4217,78,59, Rasam,30-07-2024,11:04:00,Processing,277
4218,31,88, Veg Momos,04-01-2023,19:34:51,Processing,309
4219,66,48, Bisibelebath,30-12-2024,08:33:35,Cancelled,281
4220,8,59, Dal Tadka,15-12-2023,09:35:03,On Hold,282
4221,8,97, Palak Paneer,18-04-2023,19:38:23,Pending,228
4222,48,8, Veg Biryani,19-04-2024,10:31:00,Cancelled,251
4223,42,96, Pav Bhaji,22-07-2023,17:38:34,On Hold,446
4224,9,14, Aloo Gobi,12-02-2024,13:39:04,On Hold,311
4225,18,88, Aloo Gobi,02-02-2023,11:34:34,Completed,414
4226,48,18, Dum Aloo,17-06-2024,18:09:31,Completed,366
4227,85,59, Dum Aloo,27-07-2024,12:11:43,Returned,424
4228,84,46, Handvo,03-11-2024,12:36:05,Returned,379
4229,18,61, Kadai Paneer,25-08-2023,11:11:13,Returned,438
4230,28,96, Masala Dosa,02-12-2024,22:29:03,Pending,209
4231,26,27, Mysore Dosa,05-07-2024,15:05:22,Completed,363
4232,42,1, Rava Upma,29-07-2024,15:00:56,Cancelled,316
4233,33,27, Tamarind Rice,17-09-2023,18:03:06,Processing,384
4234,62,7, Malai Kofta,31-05-2024,19:27:50,On Hold,438
4235,48,80, Cabbage Poriyal,07-10-2023,10:26:09,Completed,268
4236,52,56, Masoor Dal,07-12-2023,21:03:18,Refunded,289
4237,96,62, Malai Kofta,27-12-2023,17:19:38,Returned,347
4238,19,52, Rava Dosa,23-06-2023,06:00:06,Completed,280
4239,62,12, Bhel Puri,16-05-2024,13:11:10,Refunded,402
4240,91,30, Matar Paneer,31-08-2024,11:52:44,Cancelled,438
4241,27,30, Masala Dosa,28-05-2023,11:30:36,Failed,394
4242,20,84, Bhel Puri,01-11-2024,12:14:10,Returned,216
4243,48,13, Patra,31-05-2023,20:01:45,Refunded,391
4244,66,92, Sheera,27-09-2024,12:20:37,Shipped,391
4245,26,32, Dhokla,07-01-2024,06:33:20,Shipped,219
4246,26,49, Veg Pakora,26-08-2024,18:31:35,Refunded,395
4247,57,44, Veg Biryani,14-08-2024,11:34:41,Shipped,441
4248,48,30, Ragda Pattice,23-10-2024,07:51:23,On Hold,282
4249,93,1, Veg Seekh Kabab,16-12-2023,21:58:49,Cancelled,315
4250,79,95, Matar Paneer,25-11-2023,18:05:08,Failed,289
4251,100,82, Masoor Dal,01-01-2023,21:31:01,Failed,334
4252,79,44, Dal Dhokli,25-04-2024,09:39:49,Cancelled,433
4253,28,63, Jeera Aloo,20-10-2023,12:18:32,Processing,349
4254,23,86, Veg Seekh Kabab,04-09-2024,16:07:14,Shipped,291
4255,81,26, Paneer Butter Masala,24-11-2024,09:30:14,Completed,260
4256,37,100, Sev Puri,31-08-2023,15:44:37,Pending,218
4257,20,3, Veg Samosa,03-10-2024,17:02:36,Cancelled,431
4258,26,62, Chana Masala,05-03-2023,09:00:33,Shipped,431
4259,57,13, Paneer Makhmali,18-11-2024,11:58:49,Pending,403
4260,66,25, Masoor Dal,08-02-2024,22:21:01,Shipped,342
4261,48,73, Veg Seekh Kabab,10-12-2023,11:12:38,Cancelled,333
4262,67,73, Dhokla,31-08-2024,18:22:34,Shipped,278
4263,15,22, Dal Makhani,15-05-2024,11:08:24,Processing,324
4264,16,80, Matar Paneer,10-10-2024,06:47:50,Failed,437
4265,20,22, Jackfruit Curry,31-08-2023,09:10:16,Failed,274
4266,27,3, Masala Dosa,24-05-2024,12:43:24,On Hold,335
4267,42,5, Rava Upma,18-11-2023,17:17:03,Failed,256
4268,43,19, Veg Biryani,03-11-2023,11:39:59,Delivered,406
4269,79,96, Patra,26-11-2023,15:20:09,Refunded,437
4270,25,42, Undhiyu,30-01-2024,06:54:22,Shipped,287
4271,30,68, Dhokla,04-08-2023,12:56:26,On Hold,239
4272,14,75, Aloo Gobi,28-02-2024,19:48:08,Failed,277
4273,79,67, Veg Seekh Kabab,03-01-2024,21:35:27,Delivered,393
4274,87,17, Patra,23-05-2023,06:36:34,Delivered,220
4275,93,7, Veg Spring Roll,17-03-2023,08:19:58,Processing,280
4276,31,43, Sambar,18-12-2023,13:05:37,Refunded,388
4277,87,48, Veg Seekh Kabab,17-03-2024,21:01:04,Processing,246
4278,18,8, Gobi Paratha,03-02-2023,20:03:48,Refunded,387
4279,77,57, Malabar Parotta,04-08-2023,15:04:08,Shipped,252
4280,24,68, Paneer Korma,09-01-2024,20:25:40,Failed,291
4281,48,27, Chole Bhature,31-05-2023,21:39:29,Refunded,220
4282,51,76, Ragda Pattice,12-04-2023,17:46:32,Shipped,394
4283,91,47, Veg Frankies,19-07-2024,20:10:41,Delivered,425
4284,66,84, Veg Seekh Kabab,23-07-2023,14:18:43,Pending,294
4285,93,13, Malabar Parotta,28-02-2023,18:23:50,Failed,340
4286,2,86, Rava Dosa,01-09-2024,14:04:51,Cancelled,242
4287,93,77, Pongal,29-01-2023,21:20:58,Cancelled,234
4288,67,40, Pani Puri,09-09-2023,12:18:11,Processing,407
4289,1,64, Mysore Dosa,15-09-2024,14:24:34,Cancelled,258
4290,100,19, Gobi Paratha,10-05-2023,18:33:00,Shipped,200
4291,39,94, Kadai Paneer,22-06-2024,20:57:06,Pending,438
4292,5,82, Undhiyu,16-05-2023,06:48:26,Returned,301
4293,56,6, Aloo Tikki,03-07-2024,06:16:40,Completed,284
4294,87,12, Chole Bhature,15-02-2024,07:45:51,Pending,297
4295,83,4, Tomato Rice,13-08-2024,08:39:00,Completed,306
4296,19,30, Chana Masala,18-12-2024,15:33:19,Failed,266
4297,41,16, Rava Dosa,19-02-2024,10:29:00,Failed,322
4298,67,75, Veg Spring Roll,19-04-2024,19:30:13,Cancelled,434
4299,20,54, Bisibelebath,16-10-2024,13:36:16,Returned,412
4300,79,83, Veg Samosa,13-01-2023,16:56:25,Failed,447
4301,53,94, Avial,11-02-2024,20:40:58,Delivered,226
4302,48,1, Chana Masala,03-01-2024,12:28:46,Delivered,210
4303,32,43, Rajma Masala,06-06-2024,17:28:18,Completed,392
4304,45,82, Idli,30-11-2023,12:32:40,Failed,446
4305,52,3, Rajma Masala,28-01-2023,11:17:43,Pending,245
4306,72,5, Veg Pulao,11-08-2023,09:56:20,Delivered,275
4307,48,27, Dahi Puri,25-02-2024,06:37:21,Shipped,416
4308,56,22, Veg Frankies,01-03-2023,06:52:09,Refunded,297
4309,89,51, Lemon Rice,05-08-2024,09:33:59,Processing,282
4310,62,10, Dal Tadka,02-06-2024,20:43:13,Pending,359
4311,34,95, Pav Bhaji,15-01-2024,08:38:28,Completed,255
4312,24,20, Matar Paneer,04-08-2023,16:55:19,Pending,388
4313,43,28, Idli,22-11-2023,08:31:10,Completed,379
4314,53,23, Avial,19-07-2024,14:52:09,Cancelled,410
4315,74,4, Rajma Masala,18-04-2024,12:02:14,Cancelled,418
4316,75,8, Veg Frankies,27-10-2023,06:02:16,Returned,344
4317,91,34, Sev Puri,10-09-2024,09:56:35,Completed,439
4318,97,66, Veg Samosa,29-11-2024,11:48:53,On Hold,356
4319,78,51, Veg Hakka Noodles,13-08-2023,19:13:00,Failed,271
4320,80,6, Paneer Makhmali,01-10-2024,14:25:07,Delivered,413
4321,66,10, Khaman,23-12-2023,16:45:22,Shipped,278
4322,91,25, Bhel Puri,06-10-2024,19:15:14,Returned,231
4323,31,70, Malabar Parotta,10-05-2024,16:46:34,Processing,335
4324,28,56, Matar Paneer,21-12-2023,06:06:03,Delivered,432
4325,14,96, Khichdi,01-06-2023,18:52:10,Pending,319
4326,11,13, Veg Biryani,22-09-2024,12:11:57,Completed,421
4327,33,37, Jeera Aloo,03-08-2023,07:53:50,Shipped,300
4328,48,42, Beetroot Thoran,13-12-2023,15:17:46,Failed,323
4329,54,14, Avial,06-11-2024,16:49:48,Failed,359
4330,32,81, Vegetable Kathi Roll,02-05-2023,18:31:53,Shipped,238
4331,50,86, Mixed Veg Curry,08-06-2023,13:09:28,On Hold,336
4332,55,15, Paneer Tikka,03-02-2024,06:10:02,Cancelled,380
4333,78,3, Veg Spring Roll,17-10-2023,09:12:50,Delivered,417
4334,24,21, Avial,26-05-2023,13:07:46,Pending,376
4335,46,92, Rasam,27-02-2024,17:59:54,On Hold,443
4336,66,27, Uttapam,21-05-2024,14:26:32,Pending,382
4337,39,48, Handvo,16-12-2023,19:26:04,Returned,301
4338,79,72, Veg Samosa,04-08-2024,19:10:35,Refunded,271
4339,12,15, Aloo Gobi,31-07-2023,12:11:41,Shipped,375
4340,63,4, Masala Dosa,12-08-2024,09:12:58,On Hold,394
4341,64,36, Pesarattu,03-04-2024,20:37:06,Completed,363
4342,23,85, Pani Puri,12-11-2023,20:17:45,Failed,399
4343,26,16, Bhindi Masala,07-04-2024,12:06:21,Failed,323
4344,60,100, Veg Momos,17-08-2024,09:38:57,Processing,243
4345,67,19, Chole Bhature,10-03-2024,10:04:41,Failed,379
4346,70,4, Dal Makhani,20-05-2023,09:34:52,Cancelled,251
4347,37,66, Veg Manchurian,16-01-2024,07:05:32,Shipped,266
4348,48,1, Paneer Butter Masala,24-10-2024,14:29:37,Completed,237
4349,15,95, Pindi Chole,04-12-2024,08:28:55,Failed,368
4350,75,85, Veg Seekh Kabab,08-07-2024,06:33:42,Pending,277
4351,79,6, Rava Upma,21-12-2024,12:54:58,Completed,433
4352,91,58, Chana Masala,14-06-2024,06:58:53,Delivered,200
4353,14,40, Malabar Parotta,24-03-2024,17:23:06,Returned,289
4354,49,80, Dum Aloo,24-10-2024,06:31:35,Failed,324
4355,35,92, Handvo,02-04-2023,21:08:50,Processing,331
4356,97,65, Veg Momos,03-07-2023,10:47:37,Completed,231
4357,62,79, Mysore Dosa,08-01-2024,13:01:11,Processing,358
4358,30,35, Masala Dosa,01-01-2023,09:06:36,Returned,330
4359,15,29, Paneer Makhmali,15-07-2024,16:06:30,Cancelled,200
4360,48,14, Pani Puri,01-05-2023,13:19:53,Pending,225
4361,54,69, Sambar,07-05-2023,09:42:44,Refunded,342
4362,87,98, Undhiyu,29-08-2024,20:49:26,Cancelled,318
4363,54,52, Lemon Rice,04-08-2023,08:03:46,Cancelled,417
4364,78,41, Rasam,16-07-2024,16:07:57,Failed,229
4365,42,55, Tomato Rice,02-12-2023,16:24:30,Returned,347
4366,39,88, Uttapam,14-08-2024,14:28:17,On Hold,443
4367,39,20, Dal Tadka,29-11-2023,16:49:05,Completed,338
4368,31,45, Bhel Puri,24-05-2023,16:40:01,Completed,441
4369,63,7, Sambar,03-11-2023,20:38:44,Refunded,356
4370,26,78, Paneer Tikka,14-03-2024,09:19:45,Refunded,437
4371,68,82, Rava Dosa,06-08-2023,11:25:19,Cancelled,280
4372,60,37, Veg Hakka Noodles,17-08-2023,12:03:10,Shipped,214
4373,41,51, Veg Hakka Noodles,15-10-2024,20:20:09,Pending,306
4374,17,38, Khaman,17-03-2024,07:10:18,Cancelled,383
4375,22,75, Paneer Butter Masala,07-12-2024,07:50:09,Returned,420
4376,79,65, Pesarattu,05-12-2023,18:10:02,On Hold,429
4377,71,98, Uttapam,11-11-2023,20:42:18,Cancelled,295
4378,48,67, Rajma Masala,25-06-2023,08:41:59,Shipped,371
4379,57,66, Pav Bhaji,06-05-2023,14:40:11,Processing,351
4380,24,10, Pav Bhaji,13-08-2024,09:48:20,Pending,268
4381,79,57, Cabbage Poriyal,20-06-2024,19:26:35,Cancelled,318
4382,2,95, Sambar,07-03-2023,11:31:49,Delivered,364
4383,54,85, Handvo,18-02-2023,08:56:23,Shipped,286
4384,100,88, Gobi Paratha,17-03-2024,21:42:49,Cancelled,443
4385,79,19, Tamarind Rice,22-01-2023,15:44:35,Returned,341
4386,5,11, Chana Masala,15-04-2023,07:28:38,Cancelled,417
4387,25,54, Beetroot Thoran,01-12-2024,10:05:08,Delivered,323
4388,37,4, Pani Puri,05-06-2023,18:30:40,Returned,235
4389,26,10, Veg Manchurian,09-04-2024,10:16:40,Completed,324
4390,61,6, Veg Biryani,06-07-2023,06:48:04,Delivered,418
4391,23,65, Jackfruit Curry,24-10-2023,19:39:03,Delivered,304
4392,48,95, Handvo,12-06-2023,13:46:51,Processing,273
4393,24,1, Malai Kofta,03-10-2023,10:54:27,Returned,268
4394,83,95, Paneer Tikka,06-12-2023,20:14:06,On Hold,266
4395,30,40, Pani Puri,18-08-2023,09:21:28,Cancelled,349
4396,70,54, Pesarattu Upma,26-08-2023,12:20:39,Delivered,226
4397,68,34, Mysore Dosa,20-09-2024,14:49:46,Delivered,346
4398,52,42, Sambar,13-08-2024,20:57:59,Cancelled,377
4399,55,42, Pani Puri,20-11-2023,15:30:04,Refunded,214
4400,48,22, Lemon Rice,08-02-2023,06:13:33,Returned,296
4401,93,86, Dal Makhani,13-06-2023,08:10:07,Processing,421
4402,54,26, Sheera,11-01-2023,19:44:53,Processing,286
4403,91,1, Idli,26-07-2023,09:30:55,On Hold,318
4404,26,66, Patra,02-07-2024,09:26:22,Returned,257
4405,79,27, Hara Bhara Kabab,16-05-2024,17:20:03,On Hold,438
4406,48,8, Sambar,26-04-2023,07:02:59,Completed,340
4407,26,61, Pongal,21-05-2024,09:11:14,On Hold,348
4408,99,56, Hara Bhara Kabab,26-10-2024,19:07:44,On Hold,201
4409,18,53, Veg Pakora,11-05-2024,17:11:42,Returned,252
4410,57,76, Avial,22-06-2023,19:54:08,Delivered,389
4411,66,88, Idli,14-04-2024,06:45:27,Returned,409
4412,99,86, Uttapam,06-03-2024,09:27:34,Delivered,315
4413,42,53, Tomato Rice,26-01-2024,20:25:53,Refunded,405
4414,11,85, Bisibelebath,23-11-2024,09:52:08,Shipped,239
4415,74,82, Veg Biryani,29-05-2024,11:46:25,Failed,426
4416,79,4, Sev Puri,02-08-2023,16:16:15,Returned,286
4417,69,22, Gobi Paratha,12-05-2024,07:31:36,Failed,432
4418,40,46, Palak Paneer,05-11-2024,16:45:57,Completed,337
4419,99,28, Pesarattu,19-07-2023,17:37:34,Cancelled,419
4420,72,37, Aloo Gobi,02-03-2024,14:22:47,Completed,395
4421,62,70, Malai Kofta,12-08-2023,15:43:49,Pending,284
4422,26,42, Aloo Paratha,15-04-2024,15:22:11,Returned,384
4423,38,24, Dahi Puri,29-11-2023,12:06:32,Refunded,398
4424,30,61, Chole Bhature,08-01-2023,09:53:53,Delivered,361
4425,80,17, Veg Manchurian,17-08-2024,19:04:41,On Hold,285
4426,19,18, Dal Makhani,20-10-2024,07:52:19,Refunded,322
4427,22,31, Paneer Korma,20-06-2024,13:30:01,Completed,411
4428,35,42, Sambar,06-01-2023,14:04:24,Cancelled,299
4429,62,60, Aloo Paratha,29-08-2023,07:48:30,Cancelled,420
4430,83,95, Veg Pakora,09-09-2024,22:23:50,Pending,206
4431,48,80, Rava Upma,28-04-2023,09:32:37,Cancelled,364
4432,63,97, Dal Makhani,05-08-2024,18:23:46,Shipped,297
4433,48,75, Lauki Kofta,24-09-2023,20:28:41,Returned,440
4434,70,62, Pani Puri,21-01-2024,10:23:54,Refunded,347
4435,80,16, Chana Masala,04-04-2023,15:06:42,Returned,335
4436,86,19, Matar Paneer,24-02-2024,14:32:37,Refunded,314
4437,67,91, Dal Makhani,15-06-2023,10:21:32,Pending,403
4438,62,30, Rasam,27-02-2023,20:19:39,Cancelled,242
4439,2,34, Veg Biryani,27-05-2024,19:27:04,Pending,356
4440,48,70, Cabbage Poriyal,29-07-2023,13:29:31,Pending,418
4441,48,9, Mixed Veg Curry,29-08-2024,15:59:10,Cancelled,394
4442,26,39, Medu Vada,03-01-2023,08:30:16,Delivered,297
4443,31,48, Sev Puri,18-12-2023,08:15:29,Failed,229
4444,15,39, Dal Makhani,28-01-2024,12:54:02,Processing,353
4445,92,63, Dahi Puri,27-04-2024,06:26:32,Completed,256
4446,74,15, Rasam,06-05-2023,19:13:38,Completed,274
4447,3,33, Gobi Paratha,24-02-2024,20:55:00,On Hold,230
4448,48,90, Palak Paneer,17-09-2024,10:19:24,Returned,333
4449,47,34, Lemon Rice,04-06-2023,20:58:58,Delivered,279
4450,78,61, Dhokla,15-06-2023,13:11:42,Shipped,349
4451,2,32, Beetroot Thoran,21-08-2023,17:12:05,Processing,385
4452,26,97, Malabar Parotta,13-01-2023,08:59:07,Processing,215
4453,48,30, Pesarattu Upma,04-01-2024,15:46:37,Delivered,425
4454,47,79, Aloo Tikki,17-10-2024,21:39:13,Cancelled,377
4455,83,28, Patra,27-09-2023,09:44:35,Returned,202
4456,54,58, Pesarattu Upma,03-12-2023,06:09:51,On Hold,402
4457,35,20, Mixed Veg Curry,18-08-2023,06:17:08,Cancelled,376
4458,62,88, Matar Paneer,27-06-2023,13:00:25,Processing,331
4459,12,85, Pav Bhaji,23-03-2024,16:07:55,Pending,208
4460,48,64, Ragda Pattice,21-10-2023,15:00:36,On Hold,428
4461,26,52, Palak Paneer,23-01-2023,09:39:49,Processing,228
4462,83,36, Pongal,06-12-2024,12:24:23,On Hold,273
4463,60,27, Rajma Masala,15-08-2023,21:04:56,Returned,374
4464,78,27, Masoor Dal,21-07-2023,16:54:36,Failed,291
4465,71,13, Beetroot Thoran,13-09-2024,14:52:19,Cancelled,450
4466,51,19, Dhokla,21-12-2024,10:02:41,Pending,319
4467,67,87, Masala Dosa,26-05-2024,21:37:59,On Hold,379
4468,52,94, Gobi Paratha,09-08-2024,21:08:15,Delivered,301
4469,19,32, Dum Aloo,01-09-2024,11:43:42,Failed,252
4470,94,92, Patra,30-05-2024,15:57:06,Shipped,223
4471,69,97, Veg Hakka Noodles,08-08-2023,08:53:16,Pending,293
4472,48,97, Jackfruit Curry,09-09-2024,11:20:31,Cancelled,381
4473,48,93, Veg Frankies,04-07-2023,08:08:24,Shipped,318
4474,15,52, Avial,01-03-2024,12:55:37,Delivered,386
4475,62,71, Baingan Masala,02-12-2023,19:34:47,Pending,212
4476,81,57, Sheera,29-02-2024,18:41:03,Returned,269
4477,63,57, Kadai Paneer,16-12-2023,17:10:18,Shipped,207
4478,26,17, Veg Pakora,23-11-2024,09:20:21,Pending,330
4479,19,56, Malai Kofta,20-09-2023,14:56:42,On Hold,365
4480,28,88, Sev Puri,14-01-2024,21:09:56,Returned,359
4481,28,37, Khichdi,23-12-2023,14:21:44,Delivered,312
4482,20,29, Baingan Bharta,27-11-2023,10:25:50,Pending,444
4483,58,66, Handvo,14-11-2024,16:48:53,Cancelled,400
4484,28,53, Dal Dhokli,08-06-2024,13:16:20,Processing,328
4485,47,97, Aloo Tikki,04-02-2023,11:29:13,Refunded,397
4486,16,87, Rajma Masala,13-11-2024,17:31:17,Returned,255
4487,62,96, Dum Aloo,10-09-2023,07:47:05,On Hold,295
4488,75,27, Khaman,03-04-2023,08:12:49,Refunded,345
4489,26,34, Veg Momos,14-05-2023,14:37:22,Pending,425
4490,96,78, Handvo,22-04-2023,08:47:11,Returned,202
4491,85,37, Jeera Aloo,08-09-2023,17:36:10,Completed,364
4492,43,95, Mixed Veg Curry,16-04-2024,13:13:26,Delivered,213
4493,1,70, Bisibelebath,29-08-2024,13:21:34,Completed,292
4494,24,100, Dahi Puri,08-01-2023,22:09:02,Shipped,390
4495,45,81, Tomato Rice,11-04-2024,08:38:29,Returned,323
4496,48,7, Sev Puri,21-04-2024,16:02:17,Cancelled,391
4497,15,24, Vegetable Kathi Roll,03-01-2024,15:46:55,Completed,289
4498,62,19, Veg Pakora,19-03-2024,18:26:01,Refunded,430
4499,48,34, Veg Kurma,23-03-2023,12:01:42,Delivered,238
4500,32,45, Chana Masala,12-11-2023,22:11:10,Failed,252
4501,11,31, Aloo Gobi,18-06-2024,07:51:22,Returned,228
4502,12,76, Pav Bhaji,07-10-2024,12:20:27,Shipped,215
4503,27,19, Paneer Makhmali,06-05-2023,19:03:16,Processing,303
4504,8,38, Palak Paneer,28-12-2023,13:19:08,Refunded,320
4505,50,98, Khichdi,12-05-2024,13:03:34,Returned,232
4506,25,38, Veg Spring Roll,23-10-2024,10:10:27,Shipped,311
4507,55,81, Uttapam,19-04-2023,19:53:28,Shipped,238
4508,34,4, Paneer Makhmali,09-11-2024,06:30:52,Refunded,434
4509,22,89, Dahi Puri,07-07-2023,13:49:48,Processing,237
4510,8,60, Pesarattu,26-02-2024,16:06:16,Cancelled,435
4511,79,13, Veg Spring Roll,30-12-2024,22:18:01,Cancelled,355
4512,34,9, Veg Hakka Noodles,08-01-2024,14:42:53,Returned,409
4513,60,34, Khichdi,08-02-2024,18:18:33,Cancelled,417
4514,75,92, Sambar,09-05-2024,18:12:55,Processing,405
4515,42,10, Avial,29-09-2023,06:36:33,Refunded,425
4516,24,58, Malabar Parotta,28-12-2023,20:51:30,Completed,421
4517,30,12, Dal Dhokli,02-10-2023,09:11:16,Completed,205
4518,88,29, Masala Dosa,16-12-2023,11:17:31,Completed,413
4519,48,27, Malai Kofta,28-10-2024,18:46:50,Delivered,399
4520,48,81, Veg Hakka Noodles,17-04-2023,19:21:23,On Hold,240
4521,33,91, Dal Makhani,28-11-2023,09:02:36,Completed,211
4522,28,5, Sambar,01-05-2023,14:01:22,Completed,365
4523,12,17, Mixed Veg Curry,15-04-2023,13:00:46,Shipped,329
4524,44,70, Malai Kofta,13-07-2023,12:30:25,Completed,249
4525,48,26, Paneer Korma,11-03-2023,06:31:03,Processing,431
4526,48,56, Pesarattu,21-06-2023,21:39:14,Returned,306
4527,51,33, Ragda Pattice,21-02-2024,07:01:41,Shipped,227
4528,26,41, Kadai Paneer,13-01-2024,09:34:29,Shipped,387
4529,75,25, Bisibelebath,17-09-2024,21:45:38,Delivered,302
4530,5,61, Jeera Aloo,04-10-2023,15:43:30,Processing,309
4531,48,60, Malabar Parotta,20-06-2023,07:46:02,Pending,409
4532,26,34, Khichdi,19-04-2024,18:28:20,Returned,307
4533,47,48, Avial,15-09-2024,07:36:27,Shipped,322
4534,12,60, Pindi Chole,17-01-2023,21:49:45,Delivered,333
4535,26,57, Aloo Tikki,15-04-2024,17:22:46,Failed,380
4536,15,23, Veg Spring Roll,11-01-2024,17:39:08,Processing,345
4537,100,32, Cabbage Poriyal,16-09-2024,12:02:43,Completed,327
4538,3,30, Pindi Chole,21-05-2024,08:38:13,Delivered,255
4539,66,14, Pesarattu Upma,27-07-2023,06:35:41,Returned,383
4540,47,84, Kadai Paneer,30-08-2024,18:53:08,Refunded,368
4541,51,77, Kadai Paneer,27-01-2024,15:14:56,Processing,299
4542,48,93, Gobi Paratha,21-11-2023,19:25:58,Shipped,207
4543,64,82, Chole Bhature,16-11-2024,06:41:29,Cancelled,353
4544,8,68, Avial,29-03-2023,10:17:53,Returned,240
4545,48,91, Pesarattu,19-07-2023,19:33:14,Cancelled,317
4546,58,81, Sev Puri,27-05-2024,13:32:04,On Hold,336
4547,69,8, Pesarattu Upma,25-02-2024,13:26:01,Delivered,201
4548,33,31, Matar Paneer,10-01-2024,14:49:25,Pending,260
4549,22,44, Veg Spring Roll,08-01-2024,06:43:44,On Hold,238
4550,44,10, Dhokla,18-05-2024,08:06:43,Completed,280
4551,14,47, Mysore Dosa,18-09-2023,16:45:49,Refunded,438
4552,73,83, Rava Dosa,14-10-2023,07:10:59,Pending,270
4553,74,13, Sev Puri,30-08-2024,14:07:28,Failed,397
4554,48,66, Pesarattu,06-02-2024,11:56:29,Refunded,321
4555,56,16, Veg Hakka Noodles,02-09-2023,09:35:57,Cancelled,270
4556,73,45, Avial,26-05-2023,07:20:19,Processing,340
4557,8,84, Khaman,20-10-2023,08:51:10,On Hold,439
4558,91,100, Gobi Paratha,29-03-2023,19:17:50,On Hold,412
4559,41,63, Beetroot Thoran,01-08-2023,20:16:47,Processing,267
4560,34,99, Pani Puri,10-09-2023,16:54:14,Processing,447
4561,61,74, Ragda Pattice,01-04-2023,20:32:03,Shipped,221
4562,26,63, Gobi Paratha,26-05-2023,06:11:17,Completed,404
4563,16,39, Tamarind Rice,28-11-2023,09:32:15,Returned,373
4564,96,82, Vegetable Kathi Roll,17-03-2023,12:01:58,Cancelled,404
4565,83,78, Veg Manchurian,30-03-2024,08:08:45,Pending,358
4566,59,68, Aloo Tikki,03-02-2023,22:28:38,Returned,288
4567,32,95, Tamarind Rice,10-10-2023,08:28:50,Cancelled,298
4568,83,31, Sambar,26-05-2024,13:50:21,Shipped,329
4569,96,11, Idli,28-09-2024,22:22:38,Processing,310
4570,23,98, Tamarind Rice,24-05-2024,20:09:20,On Hold,261
4571,48,25, Matar Paneer,19-09-2024,12:57:29,On Hold,285
4572,48,61, Veg Pakora,13-05-2023,09:00:11,Shipped,264
4573,78,59, Cabbage Poriyal,28-09-2023,14:47:27,Cancelled,384
4574,68,6, Onion Bhaji,03-02-2023,15:36:16,On Hold,322
4575,91,97, Malai Kofta,18-03-2024,20:40:50,Refunded,274
4576,77,26, Veg Spring Roll,21-05-2024,21:22:07,Shipped,218
4577,35,2, Baingan Masala,28-07-2023,19:24:01,Completed,286
4578,69,29, Chole Bhature,26-10-2024,11:48:31,On Hold,318
4579,26,8, Palak Paneer,28-09-2024,07:32:45,Failed,285
4580,62,68, Jackfruit Curry,05-05-2024,20:27:50,Cancelled,277
4581,37,63, Veg Seekh Kabab,27-08-2024,12:06:30,Failed,293
4582,48,96, Veg Biryani,14-03-2024,15:37:44,Refunded,232
4583,15,31, Ragda Pattice,06-05-2023,07:19:03,Shipped,404
4584,16,77, Veg Seekh Kabab,25-04-2024,13:19:18,Refunded,441
4585,38,39, Uttapam,04-04-2023,21:59:21,Shipped,439
4586,39,1, Veg Pakora,17-07-2024,13:40:37,Cancelled,427
4587,26,75, Vegetable Kathi Roll,07-08-2023,17:58:24,Refunded,222
4588,12,49, Paneer Tikka,04-01-2023,10:23:00,Shipped,254
4589,26,3, Rajma Masala,12-10-2023,19:24:42,Pending,394
4590,91,55, Palak Paneer,14-09-2024,09:18:36,Shipped,347
4591,15,33, Veg Seekh Kabab,27-02-2024,12:00:22,Failed,215
4592,85,28, Bisibelebath,29-11-2023,16:21:34,Refunded,430
4593,9,61, Paneer Tikka,17-11-2023,11:13:56,Cancelled,291
4594,24,31, Dal Tadka,05-04-2024,22:28:04,On Hold,235
4595,61,56, Sheera,27-04-2024,12:26:48,Failed,294
4596,26,19, Veg Biryani,29-11-2024,07:59:56,Shipped,271
4597,75,69, Paneer Tikka,09-10-2023,13:46:49,Shipped,420
4598,88,54, Malabar Parotta,08-06-2024,06:01:59,Delivered,272
4599,62,4, Dal Dhokli,15-07-2024,08:20:00,Cancelled,262
4600,3,63, Aloo Gobi,11-12-2024,06:30:49,Shipped,318
4601,53,71, Jeera Aloo,14-10-2023,19:57:10,Completed,233
4602,71,49, Pongal,27-03-2023,18:04:41,Shipped,302
4603,43,62, Onion Bhaji,03-07-2024,20:01:24,Returned,448
4604,78,43, Sambar,03-03-2023,11:14:35,Delivered,241
4605,72,58, Chole Bhature,03-07-2023,06:49:52,Failed,264
4606,62,85, Pav Bhaji,25-05-2024,18:23:12,Pending,425
4607,49,88, Paneer Makhmali,17-09-2023,19:50:25,Refunded,349
4608,9,43, Tomato Rice,15-06-2024,15:24:17,Pending,389
4609,28,71, Sheera,08-06-2023,15:39:51,Processing,346
4610,48,61, Sambar,20-06-2023,07:31:37,Completed,393
4611,53,4, Veg Momos,17-02-2024,18:58:04,On Hold,331
4612,60,14, Veg Pulao,16-07-2023,10:19:03,Failed,377
